HAGRID,Species,Name,Longevity,Kingdom,Phylum,Class,Order,Family,Genus,Maximum longevity,Female sexual maturity,Male sexual maturity,Gestation,Weaning,Litter size,Litters per year,Inter-litter interval,Weight at birth,Weight at weaning,Adult weight,Postnatal growth rate,Maximum longevity residual,Typical body temperature,Basal metabolic rate,Body mass,Metabolic rate per body mass,Taxonomy,Common name,Source,Sample size,Data quality,Observations,Integrated Taxonomic Information System,Animal Diversity Web,Encyclopaedia of Life,NCBI Taxonomy,Entrez,Ageing Literature,Images,Internet,Synonyms,,Incubation,Clutch size,Clutches per year,Weight at hatching,IMR,MRDT,Metamorphosis,Resting metabolic rate,Interbirth interval,Clutch or litter size,Breedings per year,GenAge,GenDR
1393,Pseudibis papillosa,Black ibis,30, Animalia, Chordata, Aves (Taxon entry), Pelecaniformes, Threskiornithidae, Pseudibis,30 years  (captivity),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Pelecaniformes
                Family: Threskiornithidae
                    Genus: Pseudibis",Black ibis,ref. 649,Tiny,Acceptable,One specimen lived for 30 years in captivity [0649].,ITIS 174950,ADW account  (if available),Search EOL,Taxonomy ID 1281445,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
3499,Ctenosaura similis,Black iguana,22.4, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Iguanidae, Ctenosaura,22.4 years  (captivity),,,,,,,,,,"1,034 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Reptilia (Taxon entry)
            Order: Squamata
                Family: Iguanidae
                    Genus: Ctenosaura",Black iguana,ref. 451,Small,Acceptable,No observations are presently available,ITIS 585835,ADW account  (if available),Search EOL,Taxonomy ID 51212,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
268,Milvus migrans,Black kite,24, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Accipitridae, Milvus,24 years,"1,095 days","1,095 days",,,,,,,,"1,000 g",0.179 days-1 (from logistic function),,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Accipitriformes
                Family: Accipitridae
                    Genus: Milvus",Black kite,"Multiple references, please see bibliography below",Medium,Acceptable,No observations are presently available,ITIS 175469,ADW account,Search EOL,Taxonomy ID 52810,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,(oviparous),,,,,,,,,,,
2808,Eulemur macaco,Black lemur,37.5, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Lemuridae, Eulemur,37.5 years  (captivity),540 days,266 days,120 days,,,,365 days,70.1 g,,"2,467 g",,232%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Primates (Taxon entry)
                Family: Lemuridae
                    Genus: Eulemur",Black lemur,"Thomas Brockmann, pers. comm.",Medium,Acceptable,"A hybrid between a brown and a black lemur lived 39 years [0434]. One captive male was 37.5 years of age when he died in 2013 at Dresden Zoo (Thomas Brockmann, pers. comm.).",ITIS 572866,ADW account  (if available),Search EOL,Taxonomy ID 30602,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Lemur leucomystax,  Lemur macaco niger",,,,,,,,,,,1.4,1,,
1555,Chalcopsitta atra,Black lory,17.5, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Chalcopsitta,17.5 years  (captivity),,,,,,,,,,260 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Psittaciformes (Taxon entry)
                Family: Psittacidae
                    Genus: Chalcopsitta",Black lory,ref. 669,Small,Acceptable,One specimen lived over 17.5 years in captivity [0669].,ITIS 177413,ADW account  (if available),Search EOL,Taxonomy ID 274065,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,(oviparous),,,,,,,,,,,
3439,Dendroaspis polylepis,Black mamba,26.2, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Elapidae, Dendroaspis,26.2 years  (captivity),,,,,,,,,,"30,758 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Reptilia (Taxon entry)
            Order: Squamata
                Family: Elapidae
                    Genus: Dendroaspis",Black mamba,ref. 451,Small,Acceptable,No observations are presently available,ITIS 700483,ADW account,Search EOL,Taxonomy ID 8624,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Dendroaspis polylepis antinorii,,85 days,,,,,,,,,,,,
161,Desmognathus welteri,Black mountain salamander,20, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Plethodontidae, Desmognathus,20 years  (captivity),"1,642 days","1,642 days",,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Amphibia (Taxon entry)
            Order: Caudata
                Family: Plethodontidae
                    Genus: Desmognathus",Black mountain salamander,ref. 485,Small,Acceptable,No observations are presently available,ITIS 173644,ADW account  (if available),Search EOL,Taxonomy ID 52107,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Desmognathus fuscus welteri,,,26  (oviparous),,,,,660 days,,,,,,
2030,Muntiacus crinifrons,Black muntjac,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Cervidae (Taxon entry), Muntiacus,Not yet established,,,196 days,,1  (viviparous),,,,,"18,590 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Artiodactyla
                Family: Cervidae (Taxon entry)
                    Genus: Muntiacus",Black muntjac,,,,"Little is known about the longevity of these animals, but one wild born specimen was still alive in captivity at about 12 years of age [0671].",ITIS 625057,ADW account,Search EOL,Taxonomy ID 71854,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2409,Myotis nigricans,Black myotis,7, Animalia, Chordata, Mammalia (Taxon entry), Chiroptera (Taxon entry), Vespertilionidae, Myotis,7 years  (wild),98 days,98 days,55 days,38 days,1  (viviparous),2,,1 g,3.7 g,4.2 g,,115%,307ºK or 34.0ºC or 93.2ºF,0.0270 W,3.7 g,0.007297 W/g,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Chiroptera (Taxon entry)
                Family: Vespertilionidae
                    Genus: Myotis",Black myotis,ref. 1,Medium,Acceptable,This animal reaches the adult size before weaning.,ITIS 632039,ADW account  (if available),Search EOL,Taxonomy ID 153286,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
450,Anous minutus,Black noddy,27.1, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Laridae, Anous,27.1 years  (wild),730 days,730 days,,,,,,,,110.4 g,0.192 days-1 (from logistic function),,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Charadriiformes
                Family: Laridae
                    Genus: Anous",Black noddy,ref. 818,Medium,Acceptable,These animals can live up to 27.1 years in the wild [0818].,ITIS 176944,ADW account,Search EOL,Taxonomy ID 298326,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,34 days,1  (oviparous),1,16.8 g,,,,,,,,,
4595,Allocyttus niger,Black oreo,100, Animalia, Chordata, Teleostei, Zeiformes, Oreosomatidae, Allocyttus,100 years  (wild),"9,855 days","9,855 days",,,,,,,,825 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Zeiformes
                Family: Oreosomatidae
                    Genus: Allocyttus",Black oreo,ref. 454,Medium,Acceptable,Unverified estimates suggest these animals may live up to 153 years [0454].,ITIS 625296,ADW account  (if available),Search EOL,Taxonomy ID 181445,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
445,Haematopus bachmani,Black oystercatcher,16, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Haematopodidae, Haematopus,16 years  (wild),"1,825 days","1,825 days",,,,,,,,670 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Charadriiformes
                Family: Haematopodidae
                    Genus: Haematopus",Black oystercatcher,ref. 445,Tiny,Acceptable,"In the wild, these animals can live up to 16 years [0445].",ITIS 176475,ADW account  (if available),Search EOL,Taxonomy ID 279948,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Haematopus palliatus frazari,  Scolopax nigra,  Haematopus ostralegus bachmani,  Haematopus ater bachmani",,26 days,2  (oviparous),1,34 g,,,,,,,,,
1559,Coracopsis nigra,Black parrot,34.1, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Coracopsis,34.1 years  (captivity),,,,,,,,,,193.5 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Psittaciformes (Taxon entry)
                Family: Psittacidae
                    Genus: Coracopsis",Black parrot,ref. 669,Medium,Acceptable,One specimen lived 34.1 years in captivity [0669].,ITIS 177605,ADW account  (if available),Search EOL,Taxonomy ID 281914,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,(oviparous),,,,,,,,,,,
4163,Embiotoca jacksoni,Black perch,10, Animalia, Chordata, Teleostei, Perciformes, Embiotocidae, Embiotoca,10 years  (wild),,,,,,,,,,385 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Perciformes
                Family: Embiotocidae
                    Genus: Embiotoca",Black perch,ref. 1,Medium,Acceptable,No observations are presently available,ITIS 169745,ADW account  (if available),Search EOL,Taxonomy ID 100190,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
1470,Procellaria parkinsoni,Black petrel,17, Animalia, Chordata, Aves (Taxon entry), Procellariiformes, Procellariidae, Procellaria,17 years  (wild),"2,557 days",,,,,,,,,702.5 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Procellariiformes
                Family: Procellariidae
                    Genus: Procellaria",Black petrel,ref. 1,Medium,Acceptable,No observations are presently available,ITIS 174611,ADW account  (if available),Search EOL,Taxonomy ID 79639,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,(oviparous),,,,,,,,,,,
1330,Sayornis nigricans,Black phoebe,8, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Tyrannidae, Sayornis,8 years  (wild),364 days,,,,,,,,,18.25 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Tyrannidae
                    Genus: Sayornis",Black phoebe,ref. 577,Medium,Acceptable,No observations are presently available,ITIS 178330,ADW account  (if available),Search EOL,Taxonomy ID 183530,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,16 days,4  (oviparous),1.5,1.5 g,,,,,,,,,
3348,Elaphe obsoleta,Black rat snake,33.9, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Elaphe,33.9 years  (captivity),"1,460 days","1,460 days",,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Reptilia (Taxon entry)
            Order: Squamata
                Family: Colubridae
                    Genus: Elaphe",Black rat snake,ref. 451,Large,Acceptable,These animals have been reported to live up to 33.9 years in captivity [0451].,ITIS 174177,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Elaphe obsoleta obsoleta,  Coluber obsoletus,  Elaphe obsoleta lindheimerii,  Scotophis lindheimeri",,,,,,,,,,,,,,
3886,Moxostoma duquesnii,Black redhorse,10, Animalia, Chordata, Teleostei, Cypriniformes, Catostomidae, Moxostoma,10 years  (wild),"1,095 days","1,095 days",,,,,,,,"1,250 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Cypriniformes
                Family: Catostomidae
                    Genus: Moxostoma",Black redhorse,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 553274,ADW account  (if available),Search EOL,Taxonomy ID 196921,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Moxostoma duquesnei,,,,,,,,,,,,,,
1073,Phoenicurus ochruros,Black redstart,10.2, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Muscicapidae, Phoenicurus,10.2 years  (wild),365 days,365 days,,,,,,,,16.5 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Muscicapidae
                    Genus: Phoenicurus",Black redstart,ref. 450,Medium,Acceptable,No observations are presently available,ITIS 562036,ADW account  (if available),Search EOL,Taxonomy ID 358815,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,(oviparous),,,,,,,,,,,
2645,Diceros bicornis,Black rhinoceros,57, Animalia, Chordata, Mammalia (Taxon entry), Perissodactyla, Rhinocerotidae, Diceros,57 years  (wild),"1,826 days","2,254 days",474 days,634 days,1  (viviparous),0.4,"1,059 days","36,500 g",,"1,100,000 g",0.0033 days-1 (from Gompertz function),138%,312ºK or 39.0ºC or 102.2ºF,Not yet available,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Perissodactyla
                Family: Rhinocerotidae
                    Genus: Diceros",Black rhinoceros,ref. 1380,Medium,Acceptable,One wild born female specimen was about 57 years old when it died in captivity at a sanctuary in Ngorongoro [1380].,ITIS 625003,ADW account,Search EOL,Taxonomy ID 9805,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
4527,Sebastes melanops,Black rockfish,50, Animalia, Chordata, Teleostei, Scorpaeniformes, Scorpaenidae, Sebastes (Taxon entry),50 years  (wild),,,,,,,,,,"2,640 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Scorpaeniformes
                Family: Scorpaenidae
                    Genus: Sebastes (Taxon entry)",Black rockfish,ref. 22,Medium,Acceptable,No observations are presently available,ITIS 166727,ADW account  (if available),Search EOL,Taxonomy ID 72085,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
900,Leucosticte atrata,Black rosy-finch,8.6, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Fringillidae, Leucosticte,8.6 years  (wild),365 days,365 days,,,,,,,,24 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Passeriformes
                Family: Fringillidae
                    Genus: Leucosticte",Black rosy-finch,ref. 427,Medium,Acceptable,No observations are presently available,ITIS 179222,ADW account  (if available),Search EOL,Taxonomy ID 190694,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,13 days,5  (oviparous),1,,,,,,,,,,
349,Melanitta nigra,Black scoter,16.8, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Melanitta,16.8 years  (wild),730 days,730 days,,,,,,,,"1,052 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Anseriformes
                Family: Anatidae
                    Genus: Melanitta",Black scoter,ref. 450,Medium,Acceptable,No observations are presently available,ITIS 175171,ADW account,Search EOL,Taxonomy ID 198027,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Melanitta nigra nigra,  Anas nigra",,29 days,9  (oviparous),1,43.2 g,,,,,,,,,
4365,Centropristis striata,Black sea bass,20, Animalia, Chordata, Teleostei, Perciformes, Serranidae, Centropristis,20 years  (wild),,,,,,,,,,"2,365 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Perciformes
                Family: Serranidae
                    Genus: Centropristis",Black sea bass,ref. 1,Medium,Acceptable,No observations are presently available,ITIS 167687,ADW account  (if available),Search EOL,Taxonomy ID 184440,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Centropristis melanus,  Centropristis melana,  Labrus striatus",,,,,,,,,,,,,,
4395,Spondyliosoma cantharus,Black sea bream,15, Animalia, Chordata, Teleostei, Perciformes, Sparidae, Spondyliosoma,15 years  (wild),,,,,,,,,,671 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Perciformes
                Family: Sparidae
                    Genus: Spondyliosoma",Black sea bream,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 169229,ADW account  (if available),Search EOL,Taxonomy ID 50595,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Sparus cantharus,,,,,,,,,,,,,,
3831,Alosa maeotica,Black sea shad,6, Animalia, Chordata, Teleostei, Clupeiformes, Clupeidae, Alosa,6 years  (wild),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Clupeiformes
                Family: Clupeidae
                    Genus: Alosa",Black sea shad,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 551289,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
3838,Clupeonella cultriventris,Black sea sprat,5, Animalia, Chordata, Teleostei, Clupeiformes, Clupeidae, Clupeonella,5 years  (wild),912 days,912 days,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Clupeiformes
                Family: Clupeidae
                    Genus: Clupeonella",Black sea sprat,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 161819,ADW account  (if available),Search EOL,Taxonomy ID 501719,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Clupeonella delicatula,,,,,,,,,,,,,,
490,Rynchops niger,Black skimmer,20.2, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Laridae, Rynchops,20.2 years  (wild),730 days,730 days,,,,,,,,315 g,0.228 days-1 (from logistic function),,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Charadriiformes
                Family: Laridae
                    Genus: Rynchops",Black skimmer,ref. 427,Medium,Acceptable,No observations are presently available,ITIS 554447,ADW account  (if available),Search EOL,Taxonomy ID 227184,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Rynchops nigra,,23 days,4  (oviparous),1,,,,,,,,,,
2760,Rhinopithecus bieti,Black snub-nosed monkey,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Rhinopithecus,Not yet established,755 days,,170 days,,(viviparous),,,427 g,,"9,960 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Primates (Taxon entry)
                Family: Cercopithecidae
                    Genus: Rhinopithecus",Black snub-nosed monkey,,,,"Little is known about the longevity of these animals, but one wild born specimen was about 14.7 years old when still alive in captivity [0671].",ITIS 944259,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Pygathrix bieti,,,,,,,,,,,,,,
2678,Ateles paniscus,Black spider monkey,46, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Atelidae, Ateles,46 years  (captivity),"1,516 days","1,280 days",229 days,795 days,1  (viviparous),0.5,"1,072 days",452.5 g,"3,790 g","7,888 g",,238%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Primates (Taxon entry)
                Family: Atelidae
                    Genus: Ateles",Black spider monkey,ref. 671,Medium,Acceptable,Several specimens have been known to live over 40 years in captivity [0671].,ITIS 572953,ADW account,Search EOL,Taxonomy ID 9510,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Ateles ater,  Ateles pentadactylus,  Ateles subpentadactylus,  Cebus paniscus cayennensis,  Cebus paniscus surinamensis",,,,,,,,,,,,,,
4224,Lutjanus fulviflamma,Black spot snapper,23, Animalia, Chordata, Teleostei, Perciformes, Lutjanidae, Lutjanus,23 years  (wild),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Perciformes
                Family: Lutjanidae
                    Genus: Lutjanus",Black spot snapper,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 168880,ADW account  (if available),Search EOL,Taxonomy ID 260525,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
575,Ciconia nigra,Black stork,31.3, Animalia, Chordata, Aves (Taxon entry), Ciconiiformes, Ciconiidae, Ciconia,31.3 years  (captivity),"1,090 days",,,,,,,,,"2,926 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Ciconiiformes
                Family: Ciconiidae
                    Genus: Ciconia",Black stork,ref. 668,Medium,Acceptable,One specimen lived 31.3 years in captivity [0668].,ITIS 174909,ADW account,Search EOL,Taxonomy ID 36241,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,(oviparous),,,,,,,,,,,
336,Cygnus atratus,Black swan,24.7, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Cygnus,24.7 years  (wild),821 days,821 days,,,,,,,,"5,650 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Anseriformes
                Family: Anatidae
                    Genus: Cygnus",Black swan,ref. 1305,Large,Acceptable,"One banded individual was found to be at least 24.7 years old [1305]. However, anecdotal reports suggest that they may live up to 40 years.",ITIS 553906,ADW account  (if available),Search EOL,Taxonomy ID 8868,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Cygnus atractus,  Anas atrata",,,,,,,,,,,,,,
372,Cypseloides niger,Black swift,16.1, Animalia, Chordata, Aves (Taxon entry), Apodiformes, Apodidae, Cypseloides,16.1 years  (wild),365 days,365 days,,,,,,,,45 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Apodiformes
                Family: Apodidae
                    Genus: Cypseloides",Black swift,ref. 427,Medium,Acceptable,No observations are presently available,ITIS 177997,ADW account  (if available),Search EOL,Taxonomy ID 46500,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Hirundo nigra,  Nephoecetes niger",,24 days,1  (oviparous),1,3.3 g,,,,,,,,,
454,Chlidonias niger,Black tern,21, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Laridae, Chlidonias,21 years  (wild),730 days,730 days,,,,,,,,60 g,0.374 days-1 (from logistic function),,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Charadriiformes
                Family: Laridae
                    Genus: Chlidonias",Black tern,ref. 450,Tiny,Acceptable,No observations are presently available,ITIS 176959,ADW account,Search EOL,Taxonomy ID 279945,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Chilidonias niger,,21 days,3  (oviparous),,7.25 g,,,,,,,,,
2518,Dendrolagus ursinus,Black tree kangaroo,20, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Macropodidae, Dendrolagus,20 years  (captivity),,,,,1  (viviparous),,,,,"8,000 g",,103%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Diprotodontia
                Family: Macropodidae
                    Genus: Dendrolagus",Black tree kangaroo,ref. 671,Small,Acceptable,One captive specimen was estimated to be around 20 years old when it died [0671].,ITIS 552715,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
2825,Cacajao melanocephalus,Black uakari,Not yet established, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Pitheciidae, Cacajao,Not yet established,,,,639 days,1  (viviparous),,,,,"2,935 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Primates (Taxon entry)
                Family: Pitheciidae
                    Genus: Cacajao",Black uakari,,,,"Not much is known about the longevity of these animals, but one specimen was about 20 years old when it died in captivity [0671]. Considering the longevity of similar species, however, maximum longevity could be considerably underestimated.",ITIS 572984,ADW account  (if available),Search EOL,Taxonomy ID 70825,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Cacajao ouakary,  Ouakaria spixii,  Cacajao melanocephalus melanocephalus",,,,,,,,,,,,,,
280,Coragyps atratus,Black vulture,25.5, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Cathartidae, Coragyps,25.5 years  (wild),"2,920 days","2,920 days",,,,,,,,"2,270 g",0.1 days-1 (from logistic function),,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Accipitriformes
                Family: Cathartidae
                    Genus: Coragyps",Black vulture,ref. 576,Medium,Acceptable,No observations are presently available,ITIS 175272,ADW account,Search EOL,Taxonomy ID 33614,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,35 days,2  (oviparous),1,70 g,,,,,,,,,
2527,Macropus bernardus,Black wallaroo,11.8, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Macropodidae, Macropus,11.8 years  (captivity),,,34 days,,1  (viviparous),,,,,"17,500 g",,54%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Diprotodontia
                Family: Macropodidae
                    Genus: Macropus",Black wallaroo,ref. 671,Tiny,Acceptable,This is the smallest wallaroo [0434].,ITIS 552729,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
1936,Connochaetes gnou,Black wildebeest,21.8, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Connochaetes,21.8 years  (captivity),763 days,"1,096 days",259 days,228 days,1  (viviparous),,,"11,000 g",,"132,250 g",,73%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Artiodactyla
                Family: Bovidae
                    Genus: Connochaetes",Black wildebeest,ref. 671,Medium,Acceptable,One captive specimen lived for 21.8 years [0671].,ITIS 625078,ADW account  (if available),Search EOL,Taxonomy ID 59528,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
1413,Dryocopus martius,Black woodpecker,14, Animalia, Chordata, Aves (Taxon entry), Piciformes, Picidae, Dryocopus,14 years  (wild),365 days,365 days,,,,,,,,321 g,0.308 days-1 (from logistic function),,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Piciformes
                Family: Picidae
                    Genus: Dryocopus",Black woodpecker,ref. 450,Medium,Acceptable,No observations are presently available,ITIS 554101,ADW account  (if available),Search EOL,Taxonomy ID 187859,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,(oviparous),,,,,,,,,,,
2816,Varecia variegata,"Black-and-white ruffed lemur, or Ruffed lemur",40, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Lemuridae, Varecia,40 years  (captivity),605 days,649 days,98 days,,,,365 days,107.17 g,,"3,482 g",,235%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Primates (Taxon entry)
                Family: Lemuridae
                    Genus: Varecia","Black-and-white ruffed lemur, or Ruffed lemur",ref. 1350,Large,High,One wild born female was about 37 years of age when she died at the Duke University Primate Center. The oldest recorded captive-born specimens of this species was 40 years old [1350].,ITIS 572873,ADW account,Search EOL,Taxonomy ID 9455,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,1.9,1,,
