HAGRID,Species,Name,Longevity,Kingdom,Phylum,Class,Order,Family,Genus,Maximum longevity,Female sexual maturity,Male sexual maturity,Gestation,Weaning,Litter size,Litters per year,Inter-litter interval,Weight at birth,Weight at weaning,Adult weight,Postnatal growth rate,Maximum longevity residual,Typical body temperature,Basal metabolic rate,Body mass,Metabolic rate per body mass,Taxonomy,Common name,Source,Sample size,Data quality,Observations,Integrated Taxonomic Information System,Animal Diversity Web,Encyclopaedia of Life,NCBI Taxonomy,Entrez,Ageing Literature,Images,Internet,Synonyms,,Incubation,Clutch size,Clutches per year,Weight at hatching,IMR,MRDT,Metamorphosis,Resting metabolic rate,Interbirth interval,Clutch or litter size,Breedings per year,GenAge,GenDR
3254,Crocodylus moreletii,Morelet's crocodile,25.4, Animalia, Chordata, Reptilia (Taxon entry), Crocodilia, Crocodylidae, Crocodylus,25.4 years  (captivity),"2,557 days","2,739 days",,,,,,,,"38,500 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Reptilia (Taxon entry)
            Order: Crocodilia
                Family: Crocodylidae
                    Genus: Crocodylus",Morelet's crocodile,ref. 451,Medium,Acceptable,A male lived to be ~42 years in captivity [1298].,ITIS 174362,ADW account  (if available),Search EOL,Taxonomy ID 184237,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Crocodilus mexicanus,  Alligator lacordairei",,,,,,,,,,,,,,
1689,Ninox novaeseelandiae,Morepork,15.9, Animalia, Chordata, Aves (Taxon entry), Strigiformes, Strigidae, Ninox,15.9 years  (wild),,,,,,,,,,195 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Strigiformes
                Family: Strigidae
                    Genus: Ninox",Morepork,ref. 1305,Small,Acceptable,These animals have been found to live up to 15.9 years [1305].,ITIS 555480,ADW account  (if available),Search EOL,,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
4092,Pollimyrus isidori,Mormyrid,29, Animalia, Chordata, Teleostei, Osteoglossiformes, Mormyridae, Pollimyrus,29 years  (wild),,,,,,,,,,4 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Osteoglossiformes
                Family: Mormyridae
                    Genus: Pollimyrus",Mormyrid,ref. 1,Medium,Acceptable,"There are unverified reports that these animals live up to 29 years in the wild [0001], though this could be due to confusion with earlier reports of a captive specimen living up to 28 years [0520].",ITIS 649981,ADW account  (if available),Search EOL,Taxonomy ID 91713,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Marcusenius isidori,,,,,,,,,,,,,,
4091,Mormyrus rume,Mormyrids,6, Animalia, Chordata, Teleostei, Osteoglossiformes, Mormyridae, Mormyrus,6 years  (wild),,,,,,,,,,"2,915 g",,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Osteoglossiformes
                Family: Mormyridae
                    Genus: Mormyrus",Mormyrids,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 649936,ADW account  (if available),Search EOL,Taxonomy ID 91731,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,,,,,,,,,,,,,
4005,Gambusia affinis,Mosquitofish,3, Animalia, Chordata, Teleostei, Cyprinodontiformes, Poeciliidae, Gambusia,3 years,90 days,90 days,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Cyprinodontiformes
                Family: Poeciliidae
                    Genus: Gambusia",Mosquitofish,"Multiple references, please see bibliography below",Medium,Acceptable,"The majority of animals die in the first year of life. Although age at sexual maturity has not been determined, it is likely less than three months. Reproductive senescence has been documented in these animals [0524].",ITIS 165878,ADW account  (if available),Search EOL,Taxonomy ID 33528,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Gambusia patruelis,  Gambusia affinis affinis,  Gambusia holbrooki",,,,,,,,,,,,,,
3497,Ctenosaura palearis,"Motagua spiny-tailed iguana, or Honduran dwarf spiny-tailed iguana",10.2, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Iguanidae, Ctenosaura,10.2 years  (captivity),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Reptilia (Taxon entry)
            Order: Squamata
                Family: Iguanidae
                    Genus: Ctenosaura","Motagua spiny-tailed iguana, or Honduran dwarf spiny-tailed iguana",ref. 451,Tiny,Acceptable,No observations are presently available,ITIS 1056076,ADW account  (if available),Search EOL,Taxonomy ID 51211,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
297,Anas fulvigula,Mottled duck,20, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Anas,20 years  (captivity),365 days,365 days,,,,,,,,950 g,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Aves (Taxon entry)
            Order: Anseriformes
                Family: Anatidae
                    Genus: Anas",Mottled duck,ref. 1,Small,Acceptable,No observations are presently available,ITIS 175070,ADW account,Search EOL,Taxonomy ID 75846,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,,26 days,10  (oviparous),1,32.9 g,,,,,,,,,
4484,Cottus bairdii,Mottled sculpin,6, Animalia, Chordata, Teleostei, Scorpaeniformes, Cottidae, Cottus,6 years,730 days,730 days,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Scorpaeniformes
                Family: Cottidae
                    Genus: Cottus",Mottled sculpin,ref. 442,Medium,Acceptable,Life history in these animals varies according to environmental temperature [0442].,ITIS 167237,ADW account  (if available),Search EOL,Taxonomy ID 147208,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,"Cottus ictalops,  Pegedictis ictalops",,,60  (oviparous),,,,,,,,,,,
4400,Bellapiscis lesleyae,Mottled twister,3, Animalia, Chordata, Teleostei, Perciformes, Tripterygiidae, Bellapiscis,3 years  (wild),,,,,,,,,,,,,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Teleostei
            Order: Perciformes
                Family: Tripterygiidae
                    Genus: Bellapiscis",Mottled twister,ref. 454,Medium,Acceptable,No observations are presently available,ITIS 638381,ADW account  (if available),Search EOL,Taxonomy ID 582524,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,,No information is available on life history. Please contact us if you wish to suggest or contribute data.,,,,,,,,,,,,,
3064,Mus spicilegus,Mound-building mouse,3.5, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Muridae, Mus,3.5 years  (captivity),65 days,42 days,20 days,,6.7  (viviparous),4.5,,,,19.9 g,,45%,,,,,"Kingdom: Animalia
    Phylum: Chordata
        Class: Mammalia (Taxon entry)
            Order: Rodentia
                Family: Muridae
                    Genus: Mus",Mound-building mouse,ref. 671,Medium,Acceptable,No observations are presently available,ITIS 585406,ADW account  (if available),Search EOL,Taxonomy ID 10103,Search all databases,Search Google Scholar or Search PubMed,Google Image search,Search Google,Mus sergii,,,,,,,,,,,,,,
