HAGRID,Species,Name,Longevity,Kingdom,Phylum,Class,Order,Family,Genus,Female sexual maturity,Male sexual maturity,Gestation,Weaning,Litter size,Litters per year,Inter-litter interval,Weight at birth,Weight at weaning,Adult weight,Postnatal growth rate,Typical body temperature,Basal metabolic rate,Body mass,Metabolic rate per body mass,Incubation,Clutch size,Clutches per year,Weight at hatching,IMR,MRDT,Metamorphosis,Resting metabolic rate,Interbirth interval,Clutch or litter size,Breedings per year
2739,Macaca fuscata,Japanese macaque,38.5, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Macaca,1483.0,1369.0,174.0,,1.5,0.5,514.0,496.0,,8883.0,,,,,,,,,,,,,,,,
3644,Gloydius blomhoffii,Japanese mamushi,13.8, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Viperidae, Gloydius,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,Oryzias latipes,Japanese medaka,5, Animalia, Chordata, Teleostei, Beloniformes, Adrianichthyidae, Oryzias,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
3238,Mogera wogura,Japanese mole,3.2, Animalia, Chordata, Mammalia (Taxon entry), Soricomorpha, Talpidae, Mogera,,,40.0,,3.8,1.0,,,,97.0,,,,,,,,,,,,,,,,
3729,Mauremys japonica,Japanese pond turtle,16.2, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Geoemydidae, Mauremys,,,,,,,,,,494.2,,,,,,,,,,,,,,,,
678,Coturnix japonica,Japanese quail,6, Animalia, Chordata, Aves (Taxon entry), Galliformes, Phasianidae, Coturnix,63.0,52.0,,,,,,,,115.0,0.1111,,,,,17.0,,,,0.07,1.2,,,,,
3343,Elaphe climacophora,Japanese rat snake,13.1, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Elaphe,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Hynobius retardatus,Japanese salamander,12.9, Animalia, Chordata, Amphibia (Taxon entry), Caudata, Hynobiidae, Hynobius,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Capricornis crispus,Japanese serow,24, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Capricornis,1095.0,1095.0,215.0,,1.0,1.0,548.0,3511.0,,80000.0,,,,,,,,,,,,,,,,
4251,Nemipterus japonicus,Japanese threadfin-bream,8, Animalia, Chordata, Teleostei, Perciformes, Nemipteridae, Nemipterus,365.0,,,,,,,,,327.8,,,,,,,,,,,,,,,,
1778,Hemitriakis japanica,Japanese topeshark,15, Animalia, Chordata, Chondrichthyes (Taxon entry), Carcharhiniformes, Triakidae, Hemitriakis,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Hyla japonica,Japanese treefrog,8.9, Animalia, Chordata, Amphibia (Taxon entry), Anura, Hylidae, Hyla,1278.0,1278.0,,,,,,,,,,,,,,,920.0,,,,,,,,,
1346,Zosterops japonicus,Japanese white-eye,5.1, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Zosteropidae, Zosterops,365.0,365.0,,,,,,,,11.25,,,,,,11.0,3.5,2.0,1.1,,,,,,,
2766,Trachypithecus auratus,Javan langur,31.1, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Trachypithecus,,,,,,,,,,9720.0,,,,,,,,,,,,,,,,
2150,Herpestes javanicus,Javan mongoose,16.6, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Herpestidae, Herpestes,301.0,122.0,49.0,50.0,2.0,2.0,151.0,25.92,275.0,800.0,,313,2.248,611.0,0.003679,,,,,,,,,,,
2061,Sus verrucosus,Javan pig,17, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Suidae, Sus,274.0,,120.0,,6.0,,,1000.0,,76000.0,,,,,,,,,,,,,,,,
3267,Acrochordus javanicus,Javan wart snake,5.8, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Acrochordidae, Acrochordus,,,167.0,,,,,,,9561.0,,,,,,,,,,,,,,,,
1928,Cephalophus jentinki,Jentink's duiker,21, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Cephalophus,,,,,1.0,,,4581.0,,70000.0,,,,,,,,,,,,,,,,
3519,Timon lepidus,Jeweled lizard,17, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Lacertidae, Timon,912.0,912.0,,,,,,,,99.625,,,,,,,,,,,,,,,,
3425,Naultinus gemmeus,Jewelled gecko,16, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Diplodactylidae, Naultinus,,,,,,,,,,6.63,,,,,,,,,,,,,,,,
3464,Eryx johnii,John's Indian sand-boa,24.4, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Erycidae, Eryx,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,Etheostoma nigrum,Johnny darter,4, Animalia, Chordata, Teleostei, Perciformes, Percidae, Etheostoma,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,Crocodylus johnstoni,Johnson's crocodile,55, Animalia, Chordata, Reptilia (Taxon entry), Crocodilia, Crocodylidae, Crocodylus,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,Atropoides nummifer,Jumping pit viper,19, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Viperidae, Atropoides,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,Chasmistes liorus,June sucker,40, Animalia, Chordata, Teleostei, Cypriniformes, Catostomidae, Chasmistes,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,Felis chaus,Jungle cat,20, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Felidae, Felis,335.0,,60.0,90.0,3.0,2.0,112.0,131.0,2213.0,10000.0,0.01651,,,,,,,,,,,,,,,
1654,Strigops habroptila,Kakapo,60, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Strigops,3650.0,1825.0,,,,,,,,1750.0,,,,,,30.0,2.5,,,,,,,,,
1874,Huso dauricus,Kaluga,55, Animalia, Chordata, Chondrostei, Acipenseriformes, Acipenseridae, Huso,6113.0,6387.0,,,,,,,,550000.0,,,,,,,,,,,,,,,,
4147,Oreochromis mortimeri,Kariba tilapia,8, Animalia, Chordata, Teleostei, Perciformes, Cichlidae, Oreochromis,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Chlorodrepanis stejnegeri,Kauai amakihi,9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Fringillidae, Chlorodrepanis,,,,,,,,,,16.65,,,,,,14.0,3.0,,1.5,,,,,,,
4351,Euthynnus affinis,"Kawakawa, or Little tunny",10, Animalia, Chordata, Teleostei, Perciformes, Scombridae, Euthynnus,,,,,,,,,,7700.0,,,,,,,,,,,,,,,,
1600,Nestor notabilis,Kea,47, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Nestor,,,,,,,,,,867.5,,,,,,,,,,,,,,,,
2402,Myotis keenii,Keen's myotis,19, Animalia, Chordata, Mammalia (Taxon entry), Chiroptera (Taxon entry), Vespertilionidae, Myotis,365.0,365.0,50.0,,1.0,1.0,365.0,,,7.4,,,,,,,,,,,,,,,,
4377,Paralabrax clathratus,Kelp bass,31, Animalia, Chordata, Teleostei, Perciformes, Serranidae, Paralabrax,,,,,,,,,,3850.0,,,,,,,,,,,,,,,,
4494,Hexagrammos decagrammus,Kelp greenling,12, Animalia, Chordata, Teleostei, Scorpaeniformes, Hexagrammidae, Hexagrammos,1460.0,1460.0,,,,,,,,1155.0,,,,,,,,,,,,,,,,
471,Larus dominicanus,Kelp gull,27, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Laridae, Larus,,,,,,,,,,989.0,,,,,,,,,,,,,,,,
4504,Sebastes atrovirens,Kelp rockfish,20, Animalia, Chordata, Teleostei, Scorpaeniformes, Scorpaenidae, Sebastes (Taxon entry),,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Geothlypis formosa,Kentucky warbler,6.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Parulidae, Geothlypis,364.0,,,,,,,,,14.0,,,,,,12.0,4.0,1.0,3.0,,,,,,,
3461,Eryx colubrinus,Kenya sand-boa,20.7, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Erycidae, Eryx,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,Equus kiang,Kiang,30.1, Animalia, Chordata, Mammalia (Taxon entry), Perissodactyla, Equidae, Equus,1001.0,1187.0,299.0,,,0.5,,,,275000.0,,,,,,,,,,,,,,,,
49,Nectophrynoides asperginis,Kihansi spray toad,5, Animalia, Chordata, Amphibia (Taxon entry), Anura, Bufonidae, Nectophrynoides,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Charadrius vociferus,Killdeer,10.9, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Charadriidae, Charadrius,365.0,365.0,,,,,,,,88.0,,,,,,24.0,4.0,,9.85,,,,,,,
2295,Orcinus orca,Killer whale,90, Animalia, Chordata, Mammalia (Taxon entry), Cetacea (Taxon entry), Delphinidae (Taxon entry), Orcinus,3780.0,4930.0,435.0,471.0,1.0,0.2,1096.0,180000.0,,3987500.0,,309,,,,,,,,,14.0,,,,,
3992,Nothobranchius kilomberoensis,Kilombero,0.8, Animalia, Chordata, Teleostei, Cyprinodontiformes, Aplocheilidae, Nothobranchius (Taxon entry),,,,,,,,,,,,,,,,,,,,,,,,,,
3079,Pseudomys laborifex,Kimberly mouse,6.9, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Muridae, Pseudomys,,,,,,,,,,12.0,,,,,,,,,,,,,,,,
3457,Ophiophagus hannah,King cobra,22.5, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Elapidae, Ophiophagus,,,,,,,,,,8000.0,,,,,,,,,,,,,,,,
2733,Colobus polykomos,King colobus,33.9, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Colobus,1642.0,730.0,185.0,270.0,1.0,0.6,442.0,708.5,1240.0,9525.0,,,,,,,,,,,,,,,,
361,Somateria spectabilis,King eider,18.9, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Somateria,730.0,730.0,,,,,,,,1617.0,,,,,,23.0,5.0,1.0,,,,,,,,
3459,Pseudechis australis,"King grown snake, or King brown snake",11.1, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Elapidae, Pseudechis,,,,,,,,,,8144.0,,,,,,85.0,,,,,,,,,,
4357,Scomberomorus cavalla,King mackerel,14, Animalia, Chordata, Teleostei, Perciformes, Scombridae, Scomberomorus,730.0,,,,,,,,,24750.0,,,,,,,,,,,,,,,,
676,Coturnix chinensis,King quail,5, Animalia, Chordata, Aves (Taxon entry), Galliformes, Phasianidae, Coturnix,,,,,,,,,,45.0,,,,,,,,,,,,,,,,
4319,Polydactylus macrochir,King threadfin,20, Animalia, Chordata, Teleostei, Perciformes, Polynemidae, Polydactylus,,,,,,,,,,24750.0,,,,,,,,,,,,,,,,
282,Sarcoramphus papa,King vulture,40, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Cathartidae, Sarcoramphus,,,,,,,,,,3405.0,0.0781,,,,,57.0,,,,,,,,,,
2244,Potos flavus,Kinkajou,38.4, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Procyonidae, Potos,820.0,550.0,115.0,119.0,1.0,1.0,365.0,175.0,,3000.0,0.01021,309,4.294,2318.0,0.001852,,,,,,,,,,,
1961,Madoqua kirkii,Kirk's dik-dik,17.3, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Madoqua,213.0,304.0,172.0,71.0,1.0,2.0,244.0,600.0,1780.0,5000.0,0.01241,312,11.966,4290.0,0.002789,,,,,,,,,,,
3333,Clonophis kirtlandii,Kirtland's snake,8.4, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Clonophis,,,,,,,,,,91.0,,,,,,,,,,,,,,,,
1154,Setophaga kirtlandii,Kirtland's warbler,9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Parulidae, Setophaga,365.0,365.0,,,,,,,,15.5,0.5741,,,,,14.0,5.0,1.0,1.3,,,,,,,
2096,Vulpes macrotis,Kit fox,15.8, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Vulpes,365.0,365.0,54.0,,4.0,,365.0,40.0,,2500.0,,311,4.928,1769.0,0.002786,,,,,,,,,,,
1849,Dalatias licha,Kitefin shark,18.4, Animalia, Chordata, Chondrichthyes (Taxon entry), Squaliformes, Dalatiidae, Dalatias,2496.0,,,,12.0,,,,,,,,,,,,,,,,,,,1095.0,,
4450,Coregonus kiyi,Kiyi,10, Animalia, Chordata, Teleostei, Salmoniformes, Salmonidae, Coregonus,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,Catostomus rimiculus,Klamath smallscale sucker,9, Animalia, Chordata, Teleostei, Cypriniformes, Catostomidae, Catostomus,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,Oreotragus oreotragus,Klipspringer,25.9, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Oreotragus,365.0,365.0,196.0,137.0,1.0,1.0,365.0,1130.0,,12000.0,,,,,,,,,,,,,,,,
2795,Hylobates klossii,Kloss's gibbon,37, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Hylobatidae, Hylobates,,,213.0,335.0,1.0,0.4,,,,5900.0,,,,,,,,,,,,,,,,
3419,Anolis equestris,Knight anole,16.5, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Dactyloidae, Anolis,,,,,,,,,,56.0,,,,,,,,,,,,,,,,
4388,Calamus nodosus,Knobbed porgy,17, Animalia, Chordata, Teleostei, Perciformes, Sparidae, Calamus,,,,,,,,,,1447.0,,,,,,,,,,,,,,,,
