HAGRID,Species,Name,Longevity,Kingdom,Phylum,Class,Order,Family,Genus,Female sexual maturity,Male sexual maturity,Gestation,Weaning,Litter size,Litters per year,Inter-litter interval,Weight at birth,Weight at weaning,Adult weight,Postnatal growth rate,Typical body temperature,Basal metabolic rate,Body mass,Metabolic rate per body mass,Incubation,Clutch size,Clutches per year,Weight at hatching,IMR,MRDT,Metamorphosis,Resting metabolic rate,Interbirth interval,Clutch or litter size,Breedings per year
3399,Thamnophis sirtalis,Common garter snake,14, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Thamnophis,730.0,730.0,,,,,,,,150.0,,,,,,100.0,,,,,,,,,,
4667,Ginkgo biloba,Common ginkgo,1000, Plantae (Taxon entry), Tracheophytes, Ginkgoopsida, Ginkgoales, Ginkgoaceae, Ginkgo,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Bucephala clangula,Common goldeneye,20.9, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Bucephala,730.0,730.0,,,,,,,,895.86,,,,,,30.0,10.0,1.0,38.1,0.4,,,,,,
957,Quiscalus quiscula,Common grackle,23.1, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Icteridae, Quiscalus,,,,,,,,,,111.0,,,,,,14.0,5.0,1.0,5.57,,,,,,,
970,Locustella naevia,Common grasshopper-warbler,5.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Locustellidae, Locustella,365.0,365.0,,,,,,,,13.3,,,,,,,,,,,,,,,,
3505,Iguana iguana,Common green iguana,19.8, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Iguanidae, Iguana,1640.0,1640.0,,,,,,,,1530.0,,,,,,,,,,,,,,,,
557,Tringa nebularia,Common greenshank,24.4, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Scolopacidae, Tringa,365.0,365.0,,,,,,,,187.0,,,,,,,,,,,,,,,,
593,Columbina passerina,Common ground dove,7.2, Animalia, Chordata, Aves (Taxon entry), Columbiformes, Columbidae, Columbina,75.0,75.0,,,,,,,,35.0,,,,,,13.0,2.0,2.5,5.0,,,,,,,
57,Ceratophrys aurita,Common horned frog,12.8, Animalia, Chordata, Amphibia (Taxon entry), Anura, Ceratophryidae, Ceratophrys,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Delichon urbicum,Common house-martin and northern house-martin,15, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Hirundinidae, Delichon,365.0,365.0,,,,,,,,14.5,0.3541,,,,,,,,,,,,,,,
658,Falco tinnunculus,Common kestrel,23.8, Animalia, Chordata, Aves (Taxon entry), Falconiformes, Falconidae, Falco,365.0,365.0,,,,,,,,184.0,0.2941,,,,,,,,,,,,,,,
3362,Lampropeltis getula,Common kingsnake,33.3, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Lampropeltis,1095.0,1095.0,,,,,,,,2041.0,,,,,,61.0,,,,,,,,,,
3613,Bothrops atrox,Common lancehead,8.5, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Viperidae, Bothrops,,,,,,,,,,1037.0,,,,,,,,,,,,,,,,
352,Mergus merganser,Common merganser,14.8, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Mergus,730.0,730.0,,,,,,,,1445.0,,,,,,30.0,10.0,1.0,46.2,,,,,,,
2278,Balaenoptera acutorostrata,Common minke whale,50, Animalia, Chordata, Mammalia (Taxon entry), Cetacea (Taxon entry), Balaenopteridae, Balaenoptera,2740.0,2740.0,312.0,183.0,1.0,1.0,470.0,320000.0,,7500000.0,,,,,,,,,,,,,,,,
718,Gallinula chloropus,Common moorhen,18.6, Animalia, Chordata, Aves (Taxon entry), Gruiformes, Rallidae, Gallinula,365.0,365.0,,,,,,,,392.0,,,,,,19.0,9.0,2.0,11.3,,,,,,,
3751,Kinosternon subrubrum,Common mud turtle,40, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Kinosternidae, Kinosternon,1825.0,1460.0,,,,,,,,154.7,,,,,,76.0,4.0,,,,,,,,,
1068,Luscinia megarhynchos,Common nightingale,10.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Muscicapidae, Luscinia,365.0,365.0,,,,,,,,19.7,,,,,,,,,,,,,,,,
693,Phasianus colchicus,Common pheasant,27, Animalia, Chordata, Aves (Taxon entry), Galliformes, Phasianidae, Phasianus,240.0,240.0,,,,,,,,1095.0,0.0431,,,,,24.0,11.0,1.0,18.5,,,,,,,
2425,Pipistrellus pipistrellus,Common pipistrelle,16.6, Animalia, Chordata, Mammalia (Taxon entry), Chiroptera (Taxon entry), Vespertilionidae, Pipistrellus,456.0,456.0,42.0,42.0,1.2,1.0,365.0,1.125,,5.0,0.06681,,,,,,,,,0.36,4.0,,,,,
316,Aythya ferina,Common pochard,23.2, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Aythya,365.0,365.0,,,,,,,,823.0,,,,,,,,,,,,,,,,
2968,Thrichomys apereoides,"Common punare, or Brazilian spiny rat",7, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Echimyidae, Thrichomys,178.0,,94.0,46.0,3.1,2.5,97.0,21.1,,373.5,,311,1.153,323.0,0.00357,,,,,,,,,,,
2246,Procyon lotor,Common raccoon,21, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Procyonidae, Procyon,365.0,365.0,63.0,91.0,4.0,1.0,365.0,80.0,1175.0,6000.0,0.01531,311,10.428,4842.2,0.002154,,,,,,,,,,,
561,Tringa totanus,Common redshank,26.9, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Scolopacidae, Tringa,365.0,365.0,,,,,,,,149.0,0.1031,,,,,,,,,,,,,,,
1074,Phoenicurus phoenicurus,Common redstart,10.2, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Muscicapidae, Phoenicurus,365.0,365.0,,,,,,,,14.6,,,,,,,,,,,,,,,,
425,Charadrius hiaticula,Common ringed plover,20.8, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Charadriidae, Charadrius,365.0,365.0,,,,,,,,64.0,0.1771,,,,,,,,,,,,,,,
2574,Pseudocheirus peregrinus,"Common ringtail, or Ring-tailed possum",10.1, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Pseudocheiridae, Pseudocheirus,365.0,365.0,,180.0,2.0,1.5,200.0,0.3,400.0,850.0,,311,2.27,859.3,0.002642,,,,,,,,,,,
511,Actitis hypoleucos,Common sandpiper,14.5, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Scolopacidae, Actitis,365.0,365.0,,,,,,,,48.0,,,,,,,,,,,,,,,,
1692,Otus scops,"Common scops-owl, or Eurasian scops-owl",6.9, Animalia, Chordata, Aves (Taxon entry), Strigiformes, Strigidae, Otus,365.0,365.0,,,,,,,,92.0,,,,,,,,,,,,,,,,
362,Tadorna tadorna,Common shelduck,24.8, Animalia, Chordata, Aves (Taxon entry), Anseriformes, Anatidae, Tadorna,730.0,730.0,,,,,,,,1152.0,0.0741,,,,,,,,,,,,,,,
3934,Luxilus cornutus,Common shiner,4, Animalia, Chordata, Teleostei, Cypriniformes, Leuciscidae, Luxilus,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,Trachemys scripta,Common slider,41.3, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Emydidae, Trachemys,2920.0,1460.0,,,,,,,,240.0,,297,,240.0,0.000482,75.0,13.0,,,,,,0.1157,,,
3672,Chelodina longicollis,Common snake-necked turtle,37, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Chelidae, Chelodina,,,,,,,,,,1293.0,,,,,,,,,,,,,,,,
3687,Chelydra serpentina,Common snapping turtle,47, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Chelydridae, Chelydra,3285.0,2646.0,,,,,,,,10250.0,,,,,,,,,,,,,,,,
533,Gallinago gallinago,Common snipe,18.2, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Scolopacidae, Gallinago,365.0,365.0,,,,,,,,131.6,,,,,,19.0,4.0,,11.0,,,,,,,
4135,Centropomus undecimalis,Common snook,7, Animalia, Chordata, Teleostei, Perciformes, Centropomidae, Centropomus,1460.0,1460.0,,,,,,,,13365.0,,,,,,,,,,,,,,,,
4445,Solea solea,Common sole,27, Animalia, Chordata, Teleostei, Pleuronectiformes, Soleidae, Solea,1460.0,1460.0,,,,,,,,1650.0,,,,,,,,,,,,,,,,
2559,Spilocuscus maculatus,"Common spotted cuscus, or Spotted cuscus",17, Animalia, Chordata, Mammalia (Taxon entry), Diprotodontia, Phalangeridae, Spilocuscus,222.0,243.0,13.0,240.0,2.0,,365.0,,1700.0,3500.0,,308,6.27,4250.0,0.001475,,,,,,,,,,,
1805,Dasyatis pastinaca,Common stingray,21, Animalia, Chordata, Chondrichthyes (Taxon entry), Myliobatiformes, Dasyatidae, Dasyatis,1350.0,,,,6.2,,,,,,,,,,,,,,,,,,,365.0,,
1076,Saxicola torquatus,Common stonechat and stonechat,8.8, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Muscicapidae, Saxicola,365.0,365.0,,,,,,,,10.3,0.5431,,,,,,,,,,,,,,,
493,Sterna hirundo,Common tern,33, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Laridae, Sterna,1095.0,1095.0,,,,,,,,120.0,0.2521,,,,,24.0,2.5,1.0,1.25,,,,,,,
3390,Telescopus semiannulatus,"Common tiger snake, or Eastern tiger snake",7.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Telescopus,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,Tupaia glis,Common tree shrew,12.4, Animalia, Chordata, Mammalia (Taxon entry), Scandentia, Tupaiidae, Tupaia,90.0,90.0,46.0,36.0,2.0,2.5,45.0,12.94,100.0,200.0,,310,0.522,123.0,0.004244,,,,,,,,,,,
4401,Forsterygion lapillum,Common triplefin,3, Animalia, Chordata, Teleostei, Perciformes, Tripterygiidae, Forsterygion,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,Microtus arvalis,Common vole,4.8, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Cricetidae, Microtus,38.0,56.0,21.0,20.0,5.1,5.5,20.0,1.85,8.9,27.5,0.05611,310,0.343,21.9,0.015662,,,,,,,,,,,
3535,Tarentola mauritanica,Common wall gecko,14, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Phyllodactylidae, Tarentola,,,,,,,,,,6.54,,,,,,,,,,,,,,,,
3517,Podarcis muralis,Common wall lizard,10, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Lacertidae, Podarcis,,,,,,,,,,5.41,,,,,,,,,,,,,,,,
3596,Varanus salvator,Common water monitor,15.7, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Varanidae, Varanus,,,,,,,,,,4345.0,,,,,,,,,,,,,,,,
1268,Sylvia communis,"Common whitethroat, or Whitethroat",9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Sylviidae, Sylvia,365.0,365.0,,,,,,,,17.7,,,,,,,,,,,,,,,,
3574,Teratoscincus scincus,Common wonder gecko,12.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Sphaerodactylidae, Teratoscincus,,,,,,,,,,16.235,,,,,,,,,,,,,,,,
591,Columba palumbus,Common wood-pigeon,17.7, Animalia, Chordata, Aves (Taxon entry), Columbiformes, Columbidae, Columba,365.0,365.0,,,,,,,,490.0,0.3381,,,,,,,,,,,,,,,
2861,Galea musteloides,Common yellow-toothed cavy,3.5, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Caviidae, Galea,66.0,60.0,54.0,39.0,2.63,7.0,53.0,37.99,136.8,337.9,0.01811,310,1.473,322.0,0.004575,,,,,,,,,,,
2364,Pteropus livingstonii,Comoro black flying fox,15, Animalia, Chordata, Mammalia (Taxon entry), Chiroptera (Taxon entry), Pteropodidae, Pteropus,,,152.0,,1.0,,,137.0,,696.5,,,,,,,,,,,,,,,,
215,Accipiter cooperii,Cooper's hawk,20.3, Animalia, Chordata, Aves (Taxon entry), Accipitriformes, Accipitridae, Accipiter,730.0,730.0,,,,,,,,526.64,0.2121,,,,,24.0,4.0,1.0,28.0,,,,,,,
4270,Etheostoma coosae,Coosa darter,3, Animalia, Chordata, Teleostei, Perciformes, Percidae, Etheostoma,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Hyla chrysoscelis,Cope's gray treefrog,7.8, Animalia, Chordata, Amphibia (Taxon entry), Anura, Hylidae, Hyla,730.0,547.0,,,,,,,,,,,,,,21.0,35.0,,,,,49.0,,,,
4510,Sebastes caurinus,Copper rockfish,55, Animalia, Chordata, Teleostei, Scorpaeniformes, Scorpaenidae, Sebastes (Taxon entry),,,,,,,,,,1507.0,,,,,,,,,,,,,,,,
1749,Carcharhinus brachyurus,Copper shark,34.5, Animalia, Chordata, Chondrichthyes (Taxon entry), Carcharhiniformes, Carcharhinidae, Carcharhinus,7610.0,5840.0,,,16.6,,,,,167530.0,,,,,,,,,,,,,,730.0,,
2832,Plecturocebus cupreus,Coppery titi,26.4, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Pitheciidae, Plecturocebus,1096.0,,132.0,206.0,1.0,0.9,395.0,74.0,,1120.0,,,,,,,,,,,,,,,,
4202,Symphodus melops,Corkwing wrasse,9, Animalia, Chordata, Teleostei, Perciformes, Labridae, Symphodus,912.0,912.0,,,,,,,,,,,,,,,,,,,,,,,,
861,Emberiza calandra,Corn bunting,10.6, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Emberizidae, Emberiza,365.0,365.0,,,,,,,,48.8,,,,,,,,,,,,,,,,
3345,Elaphe guttata,Corn snake,32.3, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Colubridae, Elaphe,600.0,600.0,,,,,,,,900.0,,,,,,,12.0,,,,,,,,,
2094,Vulpes corsac,Corsac fox,13, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Vulpes,504.0,,53.0,28.0,4.7,,365.0,62.5,,2700.0,,,,,,,,,,,,,,,,
3108,Spalacopus cyanus,Coruro,10.8, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Octodontidae, Spalacopus,,,80.0,,2.4,1.8,,8.9,,98.0,,310,0.561,126.2,0.004445,,,,,,,,,,,
1462,Calonectris diomedea,Cory's shearwater,24.8, Animalia, Chordata, Aves (Taxon entry), Procellariiformes, Procellariidae, Calonectris,1095.0,1095.0,,,,,,,,535.0,,,,,,,,,,,,,,,,
379,Calypte costae,Costa's hummingbird,6, Animalia, Chordata, Aves (Taxon entry), Apodiformes, Trochilidae, Calypte,,,,,,,,,,3.1,,,,,,16.0,2.0,1.0,,,,,,,,
2701,Saguinus oedipus,Cotton-top tamarin,26.2, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Callitrichidae, Saguinus,548.0,550.0,178.0,52.0,1.9,1.0,244.0,39.36,105.0,445.5,0.01021,,,,,,,,,,,,,,,
127,Scaphiopus couchii,Couch's spadefoot,6.7, Animalia, Chordata, Amphibia (Taxon entry), Anura, Scaphiopodidae, Scaphiopus,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,
2137,Puma concolor,Cougar,27, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Felidae, Puma,912.0,912.0,92.0,90.0,2.5,0.45,786.0,400.0,3500.0,63000.0,0.00611,311,49.326,37200.0,0.001326,,,,,,,,,,,
4525,Sebastes levis,Cowcod,55, Animalia, Chordata, Teleostei, Scorpaeniformes, Scorpaenidae, Sebastes (Taxon entry),4015.0,4380.0,,,,,,,,7150.0,,,,,,,,,,,,,,,,
1810,Rhinoptera bonasus,Cownose ray,15.5, Animalia, Chordata, Chondrichthyes (Taxon entry), Myliobatiformes, Rhinopteridae, Rhinoptera,2190.0,,,,1.1,,,,,,,,,,,,,,,,,,,365.0,,
2074,Canis latrans,Coyote,21.8, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Canis,274.0,274.0,63.0,60.0,6.0,1.0,365.0,250.0,1517.0,13250.0,0.01831,310,19.423,10148.9,0.001914,,,,,,,,,,,
2077,Cerdocyon thous,Crab-eating fox,12.7, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Cerdocyon,274.0,274.0,55.0,90.0,4.0,1.9,243.0,140.0,,6500.0,0.01661,311,8.502,5444.0,0.001562,,,,,,,,,,,
2153,Herpestes urva,Crab-eating mongoose,13.3, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Herpestidae, Herpestes,,,66.0,,3.0,,,,,1863.0,,,,,,,,,,,,,,,,
2245,Procyon cancrivorus,Crab-eating raccoon,19, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Procyonidae, Procyon,365.0,365.0,63.0,,3.0,,,71.0,,6270.0,,310,2.588,1160.0,0.002231,,,,,,,,,,,
3985,Semotilus atromaculatus,Creek chub,8, Animalia, Chordata, Teleostei, Cypriniformes, Leuciscidae, Semotilus,1095.0,1095.0,,,,,,,,,,,,,,,50.0,,,,,,,,,
3876,Erimyzon oblongus,Creek chubsucker,6, Animalia, Chordata, Teleostei, Cypriniformes, Catostomidae, Erimyzon,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,Etheostoma collettei,Creole darter,3, Animalia, Chordata, Teleostei, Perciformes, Percidae, Etheostoma,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Phylidonyris pyrrhopterus,Crescent honeyeater,9.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Meliphagidae, Phylidonyris,,,,,,,,,,15.525,,,,,,,,,,,,,,,,
2943,Dasyprocta cristata,Crested agouti,14, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Dasyproctidae, Dasyprocta,,,,,2.0,,,,,2650.0,,,,,,,,,,,,,,,,
406,Aethia cristatella,Crested auklet,10.8, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Alcidae, Aethia,1095.0,1095.0,,,,,,,,289.0,0.1971,,,,,34.0,1.0,1.0,,,,,,,,
1080,Oreoica gutturalis,Crested bellbird,5, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Oreoicidae, Oreoica,,,,,,,,,,63.125,,,,,,,,,,,,,,,,
1792,Heterodontus galeatus,Crested bullhead shark,12, Animalia, Chordata, Chondrichthyes (Taxon entry), Heterodontiformes, Heterodontidae, Heterodontus,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Caracara cheriway,Crested caracara,25.8, Animalia, Chordata, Aves (Taxon entry), Falconiformes, Falconidae, Caracara,,,,,,,,,,1031.0,,,,,,32.0,2.0,1.5,51.17,,,,,,,
2800,Nomascus concolor,Crested gibbon,46.1, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Hylobatidae, Nomascus,3080.0,,207.0,724.0,1.0,,821.0,,,6853.0,,,,,,,,,,,,,,,,
1382,Nipponia nippon,Crested ibis,25.8, Animalia, Chordata, Aves (Taxon entry), Pelecaniformes, Threskiornithidae, Nipponia,,,,,,,,,,1900.0,,,,,,,,,,,,,,,,
771,Galerida cristata,Crested lark,11.6, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Alaudidae, Galerida,365.0,365.0,,,,,,,,42.9,,,,,,,,,,,,,,,,
601,Ocyphaps lophotes,Crested pigeon,17.3, Animalia, Chordata, Aves (Taxon entry), Columbiformes, Columbidae, Ocyphaps,,,,,,,,,,204.5,,,,,,,,,,,,,,,,
2884,Lophiomys imhausi,Crested rat,7.5, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Cricetidae, Lophiomys,,,,40.0,1.75,,,,,755.0,,,,,,,,,,,,,,,,
1091,Falcunculus frontatus,Crested shriketit,11.9, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Pachycephalidae, Falcunculus,,,,,,,,,,28.1,,,,,,,,,,,,,,,,
1110,Lophophanes cristatus,Crested tit,11.6, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Paridae, Lophophanes,365.0,365.0,,,,,,,,11.1,,,,,,,,,,,,,,,,
3510,Sceloporus poinsettii,Crevice spiny lizard,8, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Iguanidae, Sceloporus,,,,,,,,,,30.94,,,,,,,,,,,,,,,,
872,Neochmia phaeton,Crimson finch,5.8, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Estrildidae, Neochmia,,,,,,,,,,9.7,,,,,,,,,,,,,,,,
4236,Pristipomoides filamentosus,Crimson jobfish,18, Animalia, Chordata, Teleostei, Perciformes, Lutjanidae, Pristipomoides,,,,,,,,,,4485.0,,,,,,,,,,,,,,,,
1612,Platycercus elegans,Crimson rosella,26.8, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Platycercus,454.0,,,,,,,,,124.5,,,,,,,,,,,,,,,,
1629,Prosopeia splendens,Crimson shining parrot,20.1, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Prosopeia,,,,,,,,,,237.25,,,,,,,,,,,,,,,,
4223,Lutjanus erythropterus,Crimson snapper,8, Animalia, Chordata, Teleostei, Perciformes, Lutjanidae, Lutjanus,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Pyrrhura perlata,Crimson-bellied parakeet,14.3, Animalia, Chordata, Aves (Taxon entry), Psittaciformes (Taxon entry), Psittacidae, Pyrrhura,,,,,,,,,,87.0,,,,,,,,,,,,,,,,
1040,Toxostoma crissale,Crissal thrasher,4.8, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Mimidae, Toxostoma,274.0,274.0,,,,,,,,62.7,,,,,,14.0,2.5,2.0,,,,,,,,
2728,Cercopithecus pogonias,Crowned guenon,27, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Cercopithecidae, Cercopithecus,1460.0,,165.0,,1.0,0.5,730.0,340.0,,3580.0,,,,,,,,,,,,,,,,
2806,Eulemur coronatus,Crowned lemur,27, Animalia, Chordata, Mammalia (Taxon entry), Primates (Taxon entry), Lemuridae, Eulemur,608.0,,126.0,,,,,70.0,,1645.0,,,,,,,,,,,,,,,1.24,1.0
3722,Hardella thurjii,Crowned river turtle,18, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Geoemydidae, Hardella,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,Crystallaria asprella,Crystal darter,3, Animalia, Chordata, Teleostei, Perciformes, Percidae, Crystallaria,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,Crystallogobius linearis,Crystal goby,1, Animalia, Chordata, Teleostei, Perciformes, Gobiidae, Crystallogobius,365.0,365.0,,,,,,,,,,,,,,,,,,,,,,,,
3294,Chilabothrus angulifer,Cuban boa,22.6, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Boidae, Chilabothrus,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,Crocodylus rhombifer,Cuban crocodile,48, Animalia, Chordata, Reptilia (Taxon entry), Crocodilia, Crocodylidae, Crocodylus,,,,,,,,,,57500.0,,,,,,,,,,,,,,,,
51,Peltophryne peltocephala,Cuban toad,20, Animalia, Chordata, Amphibia (Taxon entry), Anura, Bufonidae, Peltophryne,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Osteopilus septentrionalis,Cuban treefrog,12.9, Animalia, Chordata, Amphibia (Taxon entry), Anura, Hylidae, Osteopilus,255.0,120.0,,,,,,,,,,,,,,1.0,1500.0,,,,,30.0,,,,
3871,Chasmistes cujus,Cui-ui,41, Animalia, Chordata, Teleostei, Cypriniformes, Catostomidae, Chasmistes,5657.0,5657.0,,,,,,,,1496.0,,,,,,,,,,,,,,,,
2080,Lycalopex culpaeus,Culpeo,13.1, Animalia, Chordata, Mammalia (Taxon entry), Carnivora, Canidae, Lycalopex,365.0,,61.0,61.0,4.0,1.0,365.0,168.0,,13000.0,,,,,,,,,,,,,,,,
4204,Tautogolabrus adspersus,Cunner,6, Animalia, Chordata, Teleostei, Perciformes, Labridae, Tautogolabrus,365.0,365.0,,,,,,,,550.0,,,,,,,,,,,,,,,,
3558,Egernia cunninghami,Cunningham's skink,26.5, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Scincidae, Egernia,,,,,,,,,,262.64,,,,,,,,,,,,,,,,
519,Calidris ferruginea,Curlew sandpiper,19.7, Animalia, Chordata, Aves (Taxon entry), Charadriiformes, Scolopacidae, Calidris,1095.0,1095.0,,,,,,,,58.1,,,,,,,,,,,,,,,,
1041,Toxostoma curvirostre,Curve-billed thrasher,10.8, Animalia, Chordata, Aves (Taxon entry), Passeriformes, Mimidae, Toxostoma,365.0,365.0,,,,,,,,80.65,0.4141,,,,,13.0,3.0,2.0,5.5,,,,,,,
4017,Brosme brosme,Cusk,20, Animalia, Chordata, Teleostei, Gadiformes, Gadidae, Brosme,3285.0,3285.0,,,,,,,,16500.0,,,,,,,,,,,,,,,,
3925,Exoglossum maxillingua,Cutlip minnow,2, Animalia, Chordata, Teleostei, Cypriniformes, Leuciscidae, Exoglossum,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,Oncorhynchus clarkii,Cutthroat trout,10, Animalia, Chordata, Teleostei, Salmoniformes, Salmonidae, Oncorhynchus,1095.0,1095.0,,,,,,,,10230.0,,,,,,,,,,,,,,,,
2310,Ziphius cavirostris,Cuvier's beaked whale,62, Animalia, Chordata, Mammalia (Taxon entry), Cetacea (Taxon entry), Hyperoodontidae, Ziphius,,,365.0,,1.0,,,,,2701000.0,,,,,,,,,,,,,,,,
1943,Gazella cuvieri,Cuvier's gazelle,17.9, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Gazella,349.0,180.0,171.0,,1.5,,274.0,,,17500.0,,,,,,,,,,,,,,,,
3530,Oplurus cuvieri,Cuvier's Madagascar swift,21.2, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Opluridae, Oplurus,,,,,,,,,,117.7,,,,,,,,,,,,,,,,
4288,Etheostoma proeliare,Cypress darter,2, Animalia, Chordata, Teleostei, Perciformes, Percidae, Etheostoma,,,,,,,,,,,,,,,,,,,,,,,,,,
3539,Leiopython albertisii,D'albert's python,18, Animalia, Chordata, Reptilia (Taxon entry), Squamata, Pythonidae, Leiopython,,,,,,,,,,8134.0,,,,,,66.0,,,,,,,,,,
3678,Mesoclemmys dahli,Dahl's toad-headed turtle,27.4, Animalia, Chordata, Reptilia (Taxon entry), Testudines (Taxon entry), Chelidae, Mesoclemmys,,,,,,,,,,777.0,,,,,,,,,,,,,,,,
2318,Phocoenoides dalli,Dall's porpoise,22, Animalia, Chordata, Mammalia (Taxon entry), Cetacea (Taxon entry), Phocoenidae, Phocoenoides,1826.0,2375.0,347.0,302.0,1.0,0.7,1096.0,,,120000.0,,,,,,,,,,,,,,,,
1980,Ovis dalli,Dall's sheep,19.6, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Ovis,684.0,639.0,173.0,129.0,1.0,1.0,365.0,2819.0,,73100.0,,,,,,,,,,0.05,1.5,,,,,
1371,Pelecanus crispus,Dalmatian pelican,35.3, Animalia, Chordata, Aves (Taxon entry), Pelecaniformes, Pelecanidae, Pelecanus,1002.0,913.0,,,,,,,,9550.0,,,,,,,,,,,,,,,,
1965,Nanger dama,Dama gazelle,19.3, Animalia, Chordata, Mammalia (Taxon entry), Artiodactyla, Bovidae, Nanger,109.0,,208.0,,1.0,,182.0,,,73000.0,,312,,,,,,,,,,,,,,
2843,Cryptomys damarensis,Damaraland mole-rat,15.5, Animalia, Chordata, Mammalia (Taxon entry), Rodentia, Bathyergidae, Cryptomys,511.0,,93.0,,2.5,1.0,,9.0,,180.0,,308,0.418,131.3,0.003184,,,,,,,,,,,
